gene,alias,gene_group,cell_type,pathway,tme_subtype,prognostic_significance,source_article,provenance,is_housekeeping
C3orf38,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
CAMK2B,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
CCNB2,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
CELF2,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
CHPT1,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
COL5A1,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
DHRS9,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
DNER,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
EGR3,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
FEZ1,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
FGD6,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
GPR82,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
HLA-DQA1,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
HLA-DQB1,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
IGSF10,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
ITGB3,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
JUN,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
KIF13A,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
LIMD1,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
LOC100506930,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
LOC100507718,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
LOC100509457,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
LPL,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
MATR3,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
MED12L,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
MFSD4,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
MGC39372,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
MSH6,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
NDE1,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
NFRKB,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
NLRP4,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
NOTCH2,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
P2RY12,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
PANK1,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
PDE4B,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
PDE8B,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
PNKD,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
PRDM1,BLIMP1,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
PRO1483,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
PTPRJ,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
SERPINA9,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
SLC41A2,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
SOX9,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
SSPN,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
SYCP3,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
SYTL4,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
SZT2,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
TBC1D9,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
UEVLD,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
WASF3,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
WNT2B,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
ZEB2,,dybkaer_centrocyte_LZ,centrocyte (LZ),none,none,none,"Dybkaer et al. 2015 J Clin Oncol 33(12):1379-1388, PMC4397280",dybkaer_table_ds1,False
AICDA,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
CALM3,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
CBX3,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
COX8A,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
CXCR4,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
FOXP1,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
H1FX,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
H2AFV,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
H2AFZ,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
HMGB2,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
HMGN2,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
HNRNPM,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
LSM10,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
LSM5,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
MZT2B,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
PCLAF,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
RPS27L,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
STMN1,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
SUGCT,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
VIM,,holmes_DZ_a,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
AICDA,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
C4orf3,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
CD27,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
CHMP7,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
CXCR4,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
EZR,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
FOXP1,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
GMFG,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
GNG7,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
IFT57,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
ISG20,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
JCHAIN,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
LSM10,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
ORAI2,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
RUBCNL,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
SH3TC1,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
SNX2,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
SUGCT,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
SUSD3,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
TPD52,,holmes_DZ_b,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
AICDA,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
C4orf3,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
GMFG,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
H2AFV,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
ISG20,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
LAMTOR5,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
NACAP1,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
NDUFA1,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
NDUFA2,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
PCLAF,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
PFDN4,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
RGCC,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
RSL24D1,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
S100A10,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
SLC2A5,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
SNRNP27,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
SUGCT,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
SUSD3,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
SYNE2,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
USP34,,holmes_DZ_c,centroblast (DZ),proliferation,GC-like,adverse (PFS; DZ signature enriched in MYC/BCL2 double-hit),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
C12orf75,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
CD24,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
CD27,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
FAM107B,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
FCRLA,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
GSN,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
HCST,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
HMCES,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
IGHM,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
ISG20,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
LTB,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
METAP2,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
NCF1C,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
PLCG2,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
PTPN6,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
SEMA4A,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
SIT1,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
TKT,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
VPREB3,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
ZNF581,,holmes_INT_a,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
ATP5EP2,,holmes_INT_b,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
ATP5J2,,holmes_INT_b,centrocyte (LZ),none,GC-like,mixed (INT-b/INT-e associate with the EZB genetic group),"Holmes et al. 2020 J Exp Med 217(10):e20200483, PMC7537389",holmes_table_s2,False
